sqft_living,price
3060,446500
1820,283000
2430,445000
740,250000
770,307000
2200,315000
2920,555000
2040,264900
1600,510000
1990,328000
1830,358000
2540,325000
2700,1365000
1440,230000
1550,545000
2490,705380
2650,459000
2000,815000
3440,495000
2280,520000
1320,430000
2070,255000
1860,588000
940,350000
2290,625000
1510,172500
1830,554000
3090,775000
4340,1187500
3200,618000
1560,305000
1280,232000
2020,262000
1040,234000
2260,500000
860,278000
1920,230000
2290,500000
2070,366500
4250,665000
2220,1101000
1840,575000
2590,674750
3110,719000
2600,482000
1060,254000
1250,443725
2520,575000
2070,469000
1300,175000
2190,437000
2760,550000
1710,172040
1750,363000
1552,282000
2350,400000
5110,650000
1720,365000
1960,269950
1270,260000
1180,193000
2230,340000
4700,900000
2150,371000
2400,592000
1830,300000
2800,449950
2090,299500
2340,995000
1670,335000
1990,280000
2270,446000
4910,1544500
950,325000
1610,450000
1940,322500
1210,453000
2570,655000
1700,603000
1610,235000
4120,968933
2880,1015000
1990,435000
1260,242000
4750,487000
3010,810000
2410,625000
1280,165000
2320,335000
1220,286700
1400,699000
1590,280000
2220,580000
2770,754800
2303,525000
1600,562000
1280,575000
2900,808900
2950,992000
1700,335000
1050,473000
2990,350000
3100,1600000
1240,305500
780,306000
850,233000
1540,490000
2280,445000
2550,355000
1770,360000
2320,737500
2600,985000
1570,349950
3060,520000
1960,355950
3270,485000
1090,143000
6840,3278000
940,355000
3880,1126000
1770,200000
3640,913000
3160,1600000
1590,409900
1290,265000
3655,740000
2490,306000
1470,381000
3960,1220000
3190,1050000
810,408000
2980,739900
2780,674250
1340,438400
4930,1700000
1360,703000
1320,262000
1210,353000
1940,500000
3160,1280000
1980,332000
2320,824000
1660,290000
1660,700000
1080,550000
1510,549000
2950,1865000
3070,858000
970,345000
2140,340000
2570,1215000
1260,275000
1220,405000
1720,432500
2140,236500
1420,679000
2060,543000
1320,294000
1810,340500
2980,1012000
1350,335000
1540,425000
2510,353000
1670,540000
3690,640000
1320,339950
1510,195000
1510,322000
1870,660000
2400,280000
2400,300000
1170,207500
1190,195000
2080,700000
2150,560000
1580,260000
1580,575000
2370,475000
1840,285000
2660,753888
2190,650000
1660,620000
1780,526000
700,155000
1570,342000
1220,390000
3150,685000
2690,608000
680,179900
3750,1245000
1010,166000
1710,462000
2090,545000
1560,415000
1560,269000
2570,356500
1010,225000
1020,175000
1710,549000
2300,535000
1990,627000
2730,565000
2195,392450
1560,509000
1400,340000
1400,537000
3690,865000
1140,358000
1920,595000
2496,661000
2280,419950
3200,490000
880,525000
1320,350000
2450,552500
1040,210000
2480,390000
1830,336800
1440,465000
1580,299900
3230,715000
1810,235000
2495,276000
1740,265000
1680,425000
2460,313000
3050,715000
1630,265000
2460,646000
1030,175000
3410,649000
2310,785000
2610,890000
2330,612000
2980,330000
1790,493000
2940,1600000
3900,1619999
3900,1650000
1750,499000
2660,603500
1580,530000
2350,895000
2510,267345
1480,275000
1720,439950
1470,455000
1540,630000
2820,690000
1250,212000
2080,231500
5180,1237500
2860,378500
2710,482000
1140,695000
4070,965000
1710,675000
1340,387000
2290,347500
1860,385000
1080,265000
960,406000
980,134000
1500,415000
1440,375000
2580,620000
2070,337500
1880,565000
2420,399500
1890,1065000
1920,352500
1870,259000
900,320000
2160,733000
900,381500
1180,343000
900,205500
1600,525000
1500,300000
1070,299000
2570,561000
1210,450000
1850,540000
1740,379000
1300,230000
2000,399950
3220,355000
2160,580000
2130,700000
1580,279900
1200,210000
3790,1165000
860,290300
5130,1599950
1600,490000
2110,606000
1400,359950
2110,677100
1430,465000
6640,4500000
3040,500000
980,455000
2570,705000
2060,420000
1300,169575
1300,250000
1680,530000
4020,590000
1530,257500
1170,415000
1580,536000
1270,246500
1480,395000
2220,739000
3200,1272000
910,190000
1480,305000
3770,925000
3500,895000
1480,656000
1660,560000
2520,610000
2850,645000
2153,259000
3780,980000
3770,872000
3600,1000000
2980,900000
2320,475000
2980,350000
2930,840000
2040,500000
1510,202500
2660,523000
1740,225000
2240,418200
1570,356500
2500,670000
1750,456150
3030,471000
1680,558000
5740,1380000
1220,161500
1310,311000
2490,470000
2220,569000
2240,689000
1890,271900
1850,278000
2210,820000
1410,399500
1890,462000
1830,347500
1440,562100
950,230000
2370,687000
3070,725786
1300,315500
1300,312000
1210,343000
710,385195
2240,415000
3600,461000
1960,369990
1820,349950
1960,285750
1750,542500
3700,830000
2910,705000
1270,615000
720,184500
1040,412000
2210,250000
2060,580000
780,220000
2240,675000
800,373500
2440,662700
1460,239950
1150,383000
2650,485000
2600,610000
1820,545000
2560,780000
1714,305000
1330,405000
7350,1110000
2050,273000
1810,326500
1380,365000
3070,1000750
800,422500
2140,354450
1330,320000
1030,223000
1740,410000
1200,438000
1490,390000
1890,298500
3060,749999
3250,779000
2730,570000
810,385000
2240,649000
1740,283000
2380,699900
1540,278500
2340,700000
2710,535000
1310,234500
1390,374150
2201,397000
1960,613000
2850,1150000
1880,595000
2440,340000
2560,388000
1410,404000
2870,810000
2620,405000
2970,726000
1780,266000
3700,722500
1252,352000
1240,265000
2160,856000
2040,346950
3130,866059
2350,410000
1570,370000
1530,230000
1520,400000
1350,172000
1950,615000
3950,860000
2040,555000
1990,579000
1300,385000
2030,420000
2340,645000
2160,549950
2770,678000
2030,199000
1440,604000
1730,268000
4510,960000
2100,509250
1800,416000
1090,190000
1010,212000
2040,325900
2270,560000
1730,275000
2480,665000
3480,1505000
1720,375000
1570,359950
3527,340000
840,401000
1950,669000
1980,638500
1620,545000
1980,524000
3530,1610000
1260,280000
2120,828000
1360,223000
3100,1289000
2370,750000
1460,430000
1980,711000
1930,310000
3700,415000
1970,274900
2470,525000
1180,179500
1280,478000
1380,195000
2740,385000
2020,401000
2835,522000
1520,330000
2190,503000
1680,175000
3915,963990
1720,845000
670,157500
1790,450000
2440,925000
920,600000
1680,709000
3290,1385000
2120,248000
910,245000
1000,332000
2340,459950
1180,425000
2080,460000
3760,838300
1480,256000
3060,864000
3070,900000
1170,145600
2900,865000
2210,250250
1440,162000
1980,450000
2060,675500
2420,697000
3440,1324050
1600,490000
2210,590000
2250,280000
1680,515000
1140,576000
1430,375000
1440,478000
1670,282000
3080,1400000
4300,593500
3010,724950
1560,306000
1920,341000
1400,399950
2280,534000
3880,635000
1350,350000
1480,856000
1670,582000
3400,799000
2070,423700
4870,1835000
1760,322000
4030,929000
1130,443000
1510,441500
3110,875000
5020,3600000
740,450000
1630,425000
2780,660000
1990,763101
2250,499000
1720,521000
900,302000
2360,293000
1530,335000
1450,499000
2040,600000
2620,720000
1180,195000
1110,249000
1840,334000
2720,599950
1090,149900
1730,700000
1170,525000
4740,1049000
1960,402000
1430,450000
2510,520000
1420,205000
2680,635000
1220,210500
1070,406650
1580,350000
1820,425000
3590,798000
1960,180000
3160,1250000
2030,435000
1240,355000
5370,3000000
2670,685000
1640,311000
2130,305000
2550,675000
3630,769000
1690,430000
2390,516250
2350,760000
1420,579950
1570,476000
1600,510000
720,205000
1470,240000
2790,738000
1720,420000
1300,455000
2520,765000
1780,372000
1200,160000
2990,772000
1910,1125000
1370,479000
1910,570000
1170,350000
1250,353000
3340,699000
1380,265000
780,167000
2080,500000
1410,700000
520,295000
3500,1010000
840,209000
2240,276000
2100,380000
1750,315000
3130,685530
1470,254600
1440,230000
1430,335000
2170,550000
1150,123300
2170,275436
2630,325000
2490,635000
1710,513000
2130,580000
940,225000
1400,265000
1630,313000
1370,296000
2380,655500
2140,250750
1970,438000
2550,590000
1080,329500
3070,1195000
1470,415000
3620,900000
1050,378000
1050,474000
1320,464000
1210,310000
1860,580000
2830,999000
810,510000
1630,650000
880,196000
1660,220000
3440,855000
2110,483000
1060,400000
1900,435000
820,219500
4860,2950000
2050,427000
1090,430000
1090,685000
1920,495000
1870,299950
2690,390000
2160,385000
3000,740000
2290,991700
2250,765000
2130,802000
2500,950000
2300,392000
3360,590000
1920,425000
2440,765000
1440,313500
1780,320000
1490,604000
1400,570000
2150,639000
1910,335000
2660,896000
1650,259500
1980,637000
2690,307450
1380,535000
2500,669500
1590,259000
1100,441000
1470,228800
1680,530000
1450,524000
2020,430000
2470,1325000
1230,210000
1850,449000
2540,945000
970,200450
1070,219950
2620,659500
2110,746000
2110,540000
1910,485000
670,202000
6930,2525000
2010,502000
1770,279000
1340,409500
1660,453000
1820,367000
2510,550000
1560,273500
2280,505000
2650,770000
2470,565000
1270,316000
1520,160000
1310,170000
1310,235000
3930,1799000
990,310000
2080,285000
960,280000
4070,2298000
2750,763776
3230,530000
890,362000
990,430000
1290,456500
2170,445000
1330,386900
1340,479000
2200,525000
2520,272000
1180,517000
2660,615000
1250,439000
2270,716000
1080,308000
1620,800000
940,575000
1620,219950
2350,770000
2090,424950
1760,387000
2050,790000
600,156000
2540,580000
2090,490000
2700,950000
1410,400000
1170,325000
2540,365000
2190,255000
3890,985000
2030,595000
1350,427500
1940,728000
1260,549950
2800,650000
3080,1125000
840,203000
860,311000
2400,387500
1640,370000
1060,228000
2080,740000
2090,200000
1240,660000
2030,275000
1120,708000
1270,280000
2260,325000
1780,495000
1780,691000
4080,2288000
2120,329500
2060,348000
1670,425000
1080,210000
1210,285000
990,222000
1720,200000
1530,247500
6550,1500000
1100,190000
3020,975000
3180,1130000
1830,283200
2540,650000
1770,449500
1470,400000
570,89950
960,158800
2940,870000
1000,196000
2450,850000
3310,775000
1670,483500
1620,387000
2990,900000
1240,336000
670,415000
1470,380000
1320,350000
6110,1320000
2440,765000
2900,527000
2310,524000
1110,448000
4100,775000
930,176500
2420,750000
2870,1265000
1480,250000
1960,759000
1470,640000
2460,990000
1960,395000
1160,275000
1910,390000
2720,752500
1020,450000
900,473000
1120,178500
2340,485000
1410,215000
1920,589000
1370,325000
1590,580000
1850,181100
1430,345000
1940,781000
1270,402500
1380,426000
1720,389000
4050,670000
3660,1506000
1870,288400
2230,700000
2020,830000
3690,1899000
1450,350500
1630,431000
1840,485000
1620,780000
1840,720000
1360,415000
2080,480000
2550,452250
2550,316000
1160,700000
1760,285000
1720,575000
2300,590000
2500,587500
1750,364000
1890,490000
1800,410000
2160,520000
1380,389000
1180,450000
2550,325000
1070,660000
2870,850000
1940,285000
870,395000
1550,440000
1400,249000
1210,635000
3430,515000
3020,1400000
950,200000
3370,1135000
1460,445000
1740,555000
1720,537000
1480,315000
3320,805000
3490,414000
1160,375000
3010,401000
1030,210000
980,365000
1990,178000
1790,710000
810,255000
2940,528000
4883,537000
1360,442000
1370,375000
2120,637250
1240,427500
2770,700000
1660,680000
1170,393820
2470,525000
1310,505000
1670,555565
1660,650000
3500,632500
1440,269000
2360,405000
3460,845000
1750,234000
1470,638000
1710,290000
520,262000
2350,270000
2380,875000
1920,299000
1580,551000
3070,350000
2660,1901000
1700,511718
5010,965000
2680,475000
2720,1062000
940,252000
3596,580000
1240,374950
4660,739000
1710,271000
930,230000
1430,210000
1650,350000
1560,491500
1870,325000
1320,190000
1400,658600
1940,299950
2000,464000
1640,308000
1020,625000
1630,240000
2940,530000
2120,1000000
790,439000
2020,575000
1530,418000
3250,1208000
2930,1100000
3150,1900000
2180,580000
1040,380000
880,256000
1400,349950
2600,691500
1590,556000
1610,218000
1390,425000
3710,935000
2360,732000
1440,805500
1400,507250
4600,800000
2100,600000
2010,627800
2550,660000
1240,153503
2090,456500
2770,1306000
3560,843500
1240,625000
1640,527000
3940,1965000
3150,1003000
2550,855000
3940,725000
580,315000
1330,180000
930,700000
1060,476500
1180,193000
1850,295000
820,363000
3600,875000
1850,257200
2240,555000
1860,380000
2390,282000
2040,545000
1900,550000
1900,921500
2200,885000
2280,820000
1090,289000
670,334000
1050,206000
2090,491950
2030,430000
1250,208000
2600,245000
640,426000
2120,400000
1330,553000
750,296000
2230,428000
1890,325000
820,294000
1880,410000
2360,590000
1850,445000
2310,921000
2520,496000
800,95000
1580,359000
2430,452500
2350,555000
3800,549900
3670,569000
1780,318500
1295,487028
1350,240000
1440,253000
1320,380000
700,250000
2510,368500
3180,340000
910,400000
1570,835000
2450,299000
4910,1675000
1570,265000
2680,437500
2090,865000
2150,626000
1140,247300
4230,2075000
1790,425000
3100,905000
2220,641250
2370,675000
4070,845000
1790,401500
1610,395000
2830,1100000
1010,145000
1560,900000
1330,374500
2330,850000
960,490000
1710,304000
2230,400000
1700,454000
1040,160000
1070,542000
3600,403500
2750,418000
1920,406000
1770,242500
2460,425000
1550,613000
1460,189000
2440,700000
1640,750000
1290,494000
3150,700000
2305,705000
1060,356000
2060,625000
900,144975
3890,970000
1910,415000
2340,485000
2900,799950
3290,783350
630,430000
5410,2544750
4270,975000
1700,950000
1430,350000
2850,637000
2160,895000
1760,579000
2700,314900
860,122000
880,405000
1360,553650
1770,369900
2030,225000
1180,160000
2430,449500
1300,650000
2360,542126
1200,309950
1000,115000
1556,221700
1890,726000
1810,515000
2730,756000
3070,1570000
2080,442000
1620,260000
1150,390000
1250,459500
1430,330000
790,189000
1200,280000
2110,400000
3160,368000
2700,390000
820,245000
1800,375000
1750,465000
1540,445000
1130,250000
1500,475500
1600,672324
1200,420000
1690,515000
2270,732350
1910,297500
1640,475000
2120,414000
1400,357250
760,289950
1070,550000
1460,446000
1280,279000
1650,370000
1260,216000
2200,1100000
3560,1280600
1140,355000
2550,699000
1553,412000
1140,276000
790,100000
2130,955500
1390,199000
4000,762000
1520,425000
1657,546000
1680,419600
2270,735000
2470,1234568
1240,445000
1740,665000
4090,1290000
2520,508500
1340,345950
1640,207500
3000,1075000
